,theta,sal,depth,nitrate,lon,lat,date,year,month,day,profile,cruise,vessel,density
11020,   2.1142,  34.5492,1798,    42.17,147.711,30.9816666667, 2012/12/12,2012.0,12.0,12.0,353.0, 12-08, R/V Ryofu Maru,27.4721978111
11021,   1.8780,  34.5871,2002,    41.12,147.711,30.9816666667, 2012/12/12,2012.0,12.0,12.0,353.0, 12-08, R/V Ryofu Maru,27.5209583471
11022,  20.9414,  34.5443,0,     0.17,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,24.0475842634
11023,  20.9437,  34.5441,12,     0.14,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,24.046813066
11024,  20.9422,  34.5439,25,     0.13,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,24.0470686945
11025,  20.9379,  34.5444,51,     0.13,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,24.0486047875
11026,  20.9213,  34.5440,76,     0.12,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,24.0527891794
11027,  20.8856,  34.5439,101,     0.03,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,24.0623494253
11028,  20.8557,  34.5430,126,     0.58,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,24.0697371953
11029,  20.8557,  34.5430,126,     0.60,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,24.0697371953
11030,  19.6733,  34.7550,151,     2.44,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,24.5417810918
11031,  17.7761,  34.7122,202,     4.58,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,24.9873080054
11032,  16.8961,  34.6816,253,     5.88,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,25.1750468548
11033,  15.9960,  34.6221,300,     8.23,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,25.3383913087
11034,  13.3359,  34.4663,399,    14.03,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,25.7915672328
11035,  10.0593,  34.2389,501,    18.86,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,26.2260456299
11036,   7.3725,  34.0812,602,    25.99,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,26.5199083014
11037,   5.3217,  34.0206,702,    32.73,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,26.7367065021
11038,   4.5916,  34.1320,800,    37.45,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,26.9070176129
11039,   4.0625,  34.2146,901,    39.79,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,27.0283012304
11040,   3.6650,  34.2905,1001,    40.94,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,27.1283507883
11041,   2.9671,  34.3997,1202,    42.38,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,27.2807267643
11042,   2.5796,  34.4692,1401,    43.14,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,27.3699981295
11043,   2.5796,  34.4692,1401,    43.11,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,27.3699981295
11044,   2.2492,  34.5205,1602,    42.73,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,27.4384364231
11045,   2.0385,  34.5569,1797,    42.02,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,27.4843545985
11046,   1.8497,  34.5888,1999,    41.25,147.974666667,32.0003333333, 2012/12/13,2012.0,12.0,13.0,354.0, 12-08, R/V Ryofu Maru,27.5244926125
11047,  19.9189,  34.5692,0,     0.35,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,24.3381953454
11048,  19.9371,  34.5705,12,     0.42,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,24.3344069158
11049,  19.9229,  34.5710,27,     0.41,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,24.3384996514
11050,  19.9389,  34.5702,50,     0.42,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,24.3337103913
11051,  19.9388,  34.5704,77,     0.44,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,24.3338866984
11052,  19.9404,  34.5719,101,     0.43,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,24.3345936058
11053,  19.9404,  34.5719,101,     0.43,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,24.3345936058
11054,  19.3421,  34.7619,125,     2.70,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,24.6326176984
11055,  18.1868,  34.7439,151,     3.80,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,24.9104573174
11056,  17.3298,  34.7219,201,     4.44,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,25.1024650971
11057,  17.0451,  34.7134,251,     4.47,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,25.1638984098
11058,  16.5030,  34.6664,302,     6.55,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,25.2554865674
11059,  14.5273,  34.5349,403,    11.26,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,25.5960954732
11060,  11.5752,  34.3349,503,    15.97,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,26.0316453498
11061,   8.3109,  34.1064,603,    22.49,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,26.4029995376
11062,   5.7556,  33.9651,700,    29.40,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,26.6411973343
11063,   4.9763,  34.0361,801,    34.63,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,26.7886912546
11064,   4.4327,  34.1538,900,    38.37,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,26.9413900727
11065,   3.8902,  34.2538,1002,    40.36,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,27.0768621476
11066,   3.2066,  34.3627,1200,    41.99,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,27.2294296246
11067,   3.2066,  34.3627,1200,    41.90,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,27.2294296246
11068,   2.7039,  34.4428,1400,    42.67,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,27.3382849454
11069,   2.3711,  34.4986,1598,    42.78,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,27.4109684179
11070,   2.1285,  34.5416,1800,    42.16,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,27.4650010063
11071,   1.9266,  34.5765,2002,    41.57,148.174833333,32.9965, 2012/12/14,2012.0,12.0,14.0,355.0, 12-08, R/V Ryofu Maru,27.5087463508
11072,  20.0052,  34.5748,0,     0.40,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,24.3197823495
11073,  20.0107,  34.5746,12,     0.41,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,24.3181887444
11074,  20.0116,  34.5744,26,     0.41,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,24.3178024189
11075,  20.0103,  34.5750,51,     0.44,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,24.3185939171
11076,  19.9998,  34.5737,75,     0.41,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,24.3203738468
11077,  19.9754,  34.5716,101,     0.39,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,24.3251974485
11078,  19.3026,  34.7687,126,     2.97,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,24.6478841536
11079,  18.7897,  34.7618,149,     3.34,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,24.7733172188
11080,  17.6102,  34.7260,201,     4.55,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,25.0380205165
11081,  17.1547,  34.7289,250,     3.88,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,25.1495874357
11082,  16.8302,  34.6973,302,     4.99,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,25.202451259
11083,  15.0989,  34.5713,404,    10.05,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,25.500107729
11084,  12.3188,  34.3922,503,    14.91,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,25.935466917
11085,   9.5318,  34.1739,602,    18.94,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,26.2635323477
11086,   6.9144,  34.0243,704,    26.35,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,26.5385593727
11087,   5.3116,  34.0218,800,    32.96,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,26.7388332568
11088,   4.5442,  34.1239,903,    37.69,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,26.9057793565
11089,   4.0275,  34.2142,1001,    40.36,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.0315807575
11090,   3.2833,  34.3468,1202,    41.95,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.2096537231
11091,   2.8460,  34.4166,1402,    42.50,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.3049805789
11092,   2.4946,  34.4765,1602,    42.57,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.383036412
11093,   2.2269,  34.5235,1800,    42.26,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.4426420625
11094,   2.0027,  34.5623,2002,    41.71,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.49148053
11095,   1.8132,  34.5937,2251,    40.91,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.5311944539
11096,   1.6253,  34.6232,2500,    39.70,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.568854311
11097,   1.4897,  34.6424,2751,    38.81,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.5941057292
11098,   1.3999,  34.6540,3000,    38.41,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.6098170833
11099,   1.3160,  34.6641,3250,    37.70,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.6238189647
11100,   1.2614,  34.6703,3499,    37.21,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.6325872835
11101,   1.2146,  34.6754,3750,    36.82,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.6399027992
11102,   1.1707,  34.6799,4002,    36.45,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.6465136735
11103,   1.1401,  34.6830,4252,    36.24,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.6510783604
11104,   1.1168,  34.6852,4500,    35.39,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.6544180943
11105,   1.0787,  34.6892,5001,    35.70,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.660186515
11106,   1.0648,  34.6906,5248,    35.33,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.6622391277
11107,   1.0550,  34.6917,5501,    35.21,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.6637751532
11108,   1.0373,  34.6931,6000,    35.01,148.568333333,34.0173333333, 2012/12/14,2012.0,12.0,14.0,356.0, 12-08, R/V Ryofu Maru,27.6660773189
11109,  19.8524,  34.5650,0,     0.33,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,24.35242596
11110,  19.8732,  34.5649,12,     0.32,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,24.346917715
11111,  19.8517,  34.5649,26,     0.30,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,24.3525336647
11112,  19.8671,  34.5657,50,     0.33,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,24.3491120784
11113,  19.8672,  34.5699,75,     0.40,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,24.3522391231
11114,  19.8672,  34.5699,75,     0.38,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,24.3522391231
11115,  19.8672,  34.5700,100,     0.38,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,24.3523141986
11116,  19.7464,  34.5737,126,     0.54,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,24.3865911352
11117,  18.6117,  34.7664,150,     2.93,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,24.8215864143
11118,  17.8449,  34.7440,201,     3.83,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,24.9945443636
11119,  17.2831,  34.7245,252,     4.45,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,25.1156133456
11120,  16.8878,  34.6983,299,     5.26,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,25.1896491952
11121,  14.4129,  34.5282,401,    11.57,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,25.6153758899
11122,  11.4000,  34.3102,501,    15.52,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,26.0448519286
11123,   7.7245,  34.0409,601,    22.61,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,26.4383841381
11124,   5.5026,  34.0037,701,    32.17,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,26.7020378932
11125,   4.7659,  34.1052,801,    36.57,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,26.866719539
11126,   4.2245,  34.1891,900,    39.53,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,26.9913265559
11127,   3.7744,  34.2720,1001,    40.95,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,27.1028768872
11128,   3.7744,  34.2720,1001,    40.86,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,27.1028768872
11129,   3.1394,  34.3739,1202,    42.22,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,27.2445374105
11130,   2.6659,  34.4497,1402,    42.95,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,27.3470680792
11131,   2.3447,  34.5020,1601,    42.86,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,27.4158633473
11132,   2.0974,  34.5458,1800,    42.47,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,27.4708338395
11133,   1.8958,  34.5802,2000,    41.74,148.934166667,35.0093333333, 2012/12/14,2012.0,12.0,14.0,357.0, 12-08, R/V Ryofu Maru,27.5140840984
11134,  17.3116,  34.6660,0,     4.75,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,25.0645469591
11135,  17.3193,  34.6664,10,     4.68,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,25.0630061684
11136,  17.2666,  34.6616,25,     4.91,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,25.0719808294
11137,  16.6964,  34.6296,51,     5.81,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,25.1825382857
11138,  16.1544,  34.6088,76,     7.59,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,25.2921526707
11139,  15.1368,  34.5624,101,     9.73,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,25.4850203135
11140,  14.3916,  34.5366,127,    10.24,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,25.6263128594
11141,  13.2439,  34.4710,149,    14.50,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,25.8137402969
11142,  13.2353,  34.4710,151,    14.48,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,25.8154725192
11143,  12.5756,  34.4554,203,    14.63,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,25.9342568146
11144,  11.1785,  34.3801,254,    18.92,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,26.1390355891
11145,  10.4196,  34.3492,302,    21.20,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,26.2496242594
11146,   8.1533,  34.2677,403,    27.15,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,26.5522229195
11147,   6.5542,  34.2195,503,    31.35,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,26.7394093427
11148,   5.9337,  34.2480,603,    33.52,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,26.8413494062
11149,   5.9337,  34.2480,603,    33.62,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,26.8413494062
11150,   5.0079,  34.2573,702,    36.37,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,26.9593217617
11151,   4.3597,  34.3144,803,    38.29,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,27.0759704202
11152,   3.7313,  34.3405,902,    40.08,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,27.1613666423
11153,   3.3665,  34.3717,1002,    40.96,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,27.2215269491
11154,   2.7604,  34.4407,1202,    42.18,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,27.3316759054
11155,   2.7589,  34.4409,1203,    42.16,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,27.3319664335
11156,   2.4602,  34.4858,1402,    42.28,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,27.3933341881
11157,   2.2130,  34.5292,1601,    41.62,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,27.4483088257
11158,   2.0301,  34.5589,1799,    41.22,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,27.4866117117
11159,   1.8881,  34.5821,1998,    40.65,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,27.5161937172
11160,   1.8881,  34.5821,1998,    40.60,140.245833333,34.9498333333, 2013/03/08,2013.0,3.0,8.0,358.0, 13-02, R/V Ryofu Maru,27.5161937172
11161,  19.8662,  34.7532,0,     0.34,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,24.4901166305
11162,  19.8660,  34.7538,12,     0.42,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,24.4906194284
11163,  19.8575,  34.7533,25,     0.37,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,24.4924676307
11164,  19.8463,  34.7527,52,     0.48,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,24.4949461153
11165,  19.8358,  34.7523,75,     0.50,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,24.4973907186
11166,  19.8025,  34.7527,101,     0.67,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,24.5063902797
11167,  19.5165,  34.7550,125,     1.57,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,24.5824459368
11168,  19.2269,  34.7554,151,     1.59,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,24.657302208
11169,  19.2346,  34.7553,152,     1.58,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,24.6552539392
11170,  18.6008,  34.7608,201,     2.70,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,24.8201016369
11171,  17.8948,  34.7378,253,     4.52,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,24.9776654136
11172,  17.3272,  34.7087,301,     5.59,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,25.093105163
11173,  15.1435,  34.5783,404,    10.16,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,25.4956534088
11174,  15.1435,  34.5783,404,    10.07,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,25.4956534088
11175,  12.3265,  34.4196,501,    16.21,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,25.9550289626
11176,   9.0658,  34.2940,604,    24.36,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,26.4319116447
11177,   6.7379,  34.2653,702,    31.09,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,26.7508717107
11178,   5.3635,  34.2847,801,    35.08,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,26.9395302441
11179,   4.3646,  34.3126,901,    38.22,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,27.0740260866
11180,   3.8087,  34.3388,1000,    39.87,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,27.1522964895
11181,   2.9078,  34.4372,1199,    41.40,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,27.3158221438
11182,   2.9066,  34.4374,1200,    41.49,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,27.3160884193
11183,   2.5649,  34.4763,1400,    41.98,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,27.3768988997
11184,   2.2421,  34.5243,1600,    42.05,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,27.4420399796
11185,   2.0269,  34.5613,1800,    41.53,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,27.4887760173
11186,   2.0269,  34.5613,1800,    41.56,141.024833333,34.242, 2013/03/09,2013.0,3.0,9.0,359.0, 13-02, R/V Ryofu Maru,27.4887760173
